Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_Cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_Cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating
2025-02-25 00:00:00,03:21:45,CNR0003136,Cancelled by Customer,CUST59222,Prime SUV,Byculla,Andheri,,,Yes,Wrong Address,No,,No,,,,,
2025-02-14 00:00:00,12:57:09,CNR0003137,Success,CUST97961,Prime Sedan,Ghansoli,Malad,9.45,7.67,No,,No,,No,,214.09,13.4,4.55,3.75
2025-02-26 00:00:00,12:09:52,CNR0003138,Success,CUST15447,Mini,Juhu,Taloja,7.18,8.7,No,,No,,No,,1400.51,15.16,3.58,3.65
2025-02-13 00:00:00,16:16:26,CNR0003139,Success,CUST19418,Prime Plus,Dahisar,Matunga,6.92,3.32,No,,No,,No,,743.68,28.42,3.68,4.11
2025-02-19 00:00:00,07:37:56,CNR0003140,Success,CUST99295,Mini,Goregaon,Belapur,9.13,2.6,No,,No,,No,,1049.17,2.81,4.02,3.62
2025-02-04 00:00:00,14:50:10,CNR0003141,Success,CUST30764,Prime SUV,Charni Road,Borivali,4.23,12.1,No,,No,,No,,1378.36,28.73,3.98,4.52
2025-02-27 00:00:00,03:25:36,CNR0003142,Success,CUST50886,Prime Sedan,Dombivli,Parel,6.97,6.37,No,,No,,No,,704.58,28.97,4.52,3.78
2025-02-14 00:00:00,16:27:47,CNR0003143,Success,CUST89565,Auto,Powai,Churchgate,6.34,12.6,No,,No,,No,,342.68,3.52,3.53,4.12
2025-02-26 00:00:00,04:28:08,CNR0003144,Cancelled by Driver,CUST59696,Prime SUV,Prabhadevi,Dombivli,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-01 00:00:00,09:50:07,CNR0003145,Success,CUST92112,eBike,Marine Lines,Kalamboli,7.35,10.59,No,,No,,No,,842.83,24.28,4.24,4.69
2025-02-23 00:00:00,14:26:13,CNR0003146,Cancelled by Driver,CUST67599,Prime Sedan,Dombivli,Ghansoli,,,No,,Yes,Customer related issue,No,,,,,
2025-02-15 00:00:00,04:02:05,CNR0003147,Cancelled by Driver,CUST77213,Bike,Goregaon,Koparkhairane,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-11 00:00:00,20:25:28,CNR0003148,Success,CUST34957,Bike,Andheri,Parel,4.14,7.62,No,,No,,No,,1403.07,16.25,3.51,3.65
2025-02-08 00:00:00,14:41:14,CNR0003149,Success,CUST61545,eBike,Borivali,Thane,4.09,8.48,No,,No,,No,,1227.7,9.35,4.9,4.03
2025-02-12 00:00:00,09:28:56,CNR0003150,Success,CUST28149,Prime Plus,Vile Parle,Kurla,6.42,13.18,No,,No,,No,,1004.54,15.66,3.6,4.19
2025-02-20 00:00:00,16:01:08,CNR0003151,Success,CUST15622,Mini,Bandra,Bhayandar,9.17,6.01,No,,No,,No,,574,8.52,4.93,4.57
2025-02-10 00:00:00,02:41:55,CNR0003152,Success,CUST57402,Mini,Mira Road,Ghansoli,8.36,3.12,No,,No,,No,,1466.26,18.44,4.52,3.96
2025-02-04 00:00:00,01:03:32,CNR0003153,Cancelled by Driver,CUST24899,Mini,Kharghar,Mumbai Central,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-08 00:00:00,15:49:08,CNR0003154,Cancelled by Driver,CUST79560,Bike,Parel,Kurla,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-22 00:00:00,11:51:43,CNR0003155,Success,CUST43839,Prime Plus,Dahisar,Kalyan,7.23,2.04,No,,No,,No,,1473.77,24.38,3.63,3.96
2025-02-09 00:00:00,01:55:05,CNR0003156,Cancelled by Customer,CUST54566,Prime Sedan,Kurla,Santacruz,,,Yes,Change of plans,No,,No,,,,,
2025-02-03 00:00:00,03:01:05,CNR0003157,Incomplete,CUST71411,eBike,Borivali,Wadala,,,No,,No,,Yes,Other Issue,,,,
2025-02-28 00:00:00,08:24:52,CNR0003158,Success,CUST85741,eBike,Churchgate,Khar,6.13,3.65,No,,No,,No,,943.13,21.98,4.23,4.51
2025-02-25 00:00:00,03:15:08,CNR0003159,Cancelled by Driver,CUST30292,Bike,Powai,Matunga,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-03 00:00:00,05:36:40,CNR0003160,Success,CUST42642,Prime Sedan,Dahisar,Santacruz,2.71,2.16,No,,No,,No,,467,15.87,4.15,4.39
2025-02-08 00:00:00,10:35:09,CNR0003161,Incomplete,CUST22996,eBike,Borivali,Grant Road,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-22 00:00:00,13:16:53,CNR0003162,Incomplete,CUST18741,Prime Sedan,Goregaon,Bhayandar,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-20 00:00:00,20:54:05,CNR0003163,Incomplete,CUST95461,eBike,Chembur,Goregaon,,,No,,No,,Yes,Customer Demand,,,,
2025-02-15 00:00:00,11:40:55,CNR0003164,Success,CUST65362,Bike,Bhayandar,Mira Road,9.76,14.05,No,,No,,No,,1189.34,29.86,4.94,4.42
2025-02-14 00:00:00,12:39:21,CNR0003165,Success,CUST85072,Prime SUV,Panvel,Santacruz,4.27,11.45,No,,No,,No,,504.58,6.8,3.73,4.23
2025-02-02 00:00:00,01:26:57,CNR0003166,Success,CUST53388,Prime Plus,Malad,Matunga,5.94,10.61,No,,No,,No,,1397.58,8.43,4.72,4.19
2025-02-19 00:00:00,17:32:54,CNR0003167,Success,CUST87991,eBike,Ghansoli,Borivali,8.2,3.62,No,,No,,No,,755.73,8.5,4.74,3.91
2025-02-23 00:00:00,06:17:31,CNR0003168,Success,CUST23389,Prime SUV,Mumbai Central,Grant Road,6.34,5.45,No,,No,,No,,963.2,29.56,4.09,3.72
2025-02-26 00:00:00,09:32:36,CNR0003169,Success,CUST83868,Prime Sedan,Andheri,Mira Road,7.61,9.35,No,,No,,No,,1447.15,2.41,4.58,4.38
2025-02-18 00:00:00,01:09:43,CNR0003170,Success,CUST19574,Mini,Chembur,Bhayandar,9.39,11.39,No,,No,,No,,1052.01,20.4,3.7,3.7
2025-02-12 00:00:00,19:42:27,CNR0003171,Cancelled by Driver,CUST17183,Prime SUV,Taloja,Khar,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-13 00:00:00,09:26:28,CNR0003172,Cancelled by Customer,CUST31342,Prime Sedan,Santacruz,Vile Parle,,,Yes,AC is not working,No,,No,,,,,
2025-02-13 00:00:00,21:50:54,CNR0003173,Success,CUST95387,eBike,Mumbai Central,Prabhadevi,4.61,3.8,No,,No,,No,,594.71,4.44,4.42,4.15
2025-02-03 00:00:00,13:21:14,CNR0003174,Success,CUST29707,Bike,Airoli,Ghansoli,6.93,11.53,No,,No,,No,,1238.9,26.79,3.94,3.6
2025-02-04 00:00:00,14:31:11,CNR0003175,Success,CUST65072,Bike,Khar,Wadala,5.66,3.59,No,,No,,No,,1355.2,7.68,3.77,4.32
2025-02-11 00:00:00,17:45:17,CNR0003176,Success,CUST39412,Mini,Santacruz,Lower Parel,3.71,6.3,No,,No,,No,,138.51,28.26,4.31,4.51
2025-02-13 00:00:00,19:15:36,CNR0003177,Cancelled by Customer,CUST46124,eBike,Sion,Sion,,,Yes,Wrong Address,No,,No,,,,,
2025-02-28 00:00:00,03:01:00,CNR0003178,Success,CUST23328,eBike,Thane,Parel,6.27,13.01,No,,No,,No,,844.68,15.13,4,4.36
2025-02-01 00:00:00,16:16:23,CNR0003179,Success,CUST89974,eBike,Matunga,Ghatkopar,7.94,6.09,No,,No,,No,,701.91,9.01,3.88,3.57
2025-02-07 00:00:00,11:56:54,CNR0003180,Cancelled by Customer,CUST19048,Mini,Airoli,Santacruz,,,Yes,Change of plans,No,,No,,,,,
2025-02-19 00:00:00,06:04:34,CNR0003181,Success,CUST85960,Auto,Charni Road,Matunga,2.29,6.82,No,,No,,No,,469.5,14.46,4.94,3.6
2025-02-24 00:00:00,16:56:53,CNR0003182,Cancelled by Driver,CUST74335,Auto,Malad,Belapur,,,No,,Yes,Customer related issue,No,,,,,
2025-02-02 00:00:00,21:22:32,CNR0003183,Success,CUST83209,Prime SUV,Lower Parel,Byculla,3.96,10.61,No,,No,,No,,1036.66,7.56,4.89,4.5
2025-02-10 00:00:00,03:56:39,CNR0003184,Incomplete,CUST56632,Prime Plus,Andheri,Belapur,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-12 00:00:00,22:15:26,CNR0003185,Cancelled by Driver,CUST60448,Prime Sedan,Andheri,Airoli,,,No,,Yes,Customer related issue,No,,,,,
2025-02-02 00:00:00,18:43:42,CNR0003186,Success,CUST63619,Prime SUV,Kandivali,Dadar,2.16,7.82,No,,No,,No,,563.78,21.38,3.87,3.7
2025-02-10 00:00:00,05:26:38,CNR0003187,Success,CUST48955,Mini,Juhu,Kandivali,2.16,6.72,No,,No,,No,,395.36,12.01,4.71,3.78
2025-02-18 00:00:00,20:23:34,CNR0003188,Success,CUST77491,Mini,Colaba,Jogeshwari,2.76,8.81,No,,No,,No,,545.47,11.49,4.8,4.57
2025-02-26 00:00:00,17:07:45,CNR0003189,Incomplete,CUST35751,Prime Plus,Marine Lines,Marine Lines,,,No,,No,,Yes,Other Issue,,,,
2025-02-22 00:00:00,06:40:11,CNR0003190,Success,CUST96329,eBike,Kharghar,Kurla,8.71,2.5,No,,No,,No,,1234.22,7.69,4.25,3.83
2025-02-17 00:00:00,10:18:37,CNR0003191,Cancelled by Driver,CUST27923,Bike,Thane,Worli,,,No,,Yes,Customer related issue,No,,,,,
2025-02-22 00:00:00,15:43:06,CNR0003192,Success,CUST62548,Prime Plus,Juhu,Marine Lines,8.26,6.41,No,,No,,No,,883.63,14.16,4.37,4.06
2025-02-14 00:00:00,17:32:36,CNR0003193,Success,CUST82523,Prime Sedan,Matunga,Dombivli,7.46,11.5,No,,No,,No,,311.57,21.96,3.57,4.44
2025-02-17 00:00:00,19:47:35,CNR0003194,Success,CUST41071,Mini,Vashi,Chembur,3.75,12.05,No,,No,,No,,615.36,12.43,3.91,4
2025-02-01 00:00:00,16:59:43,CNR0003195,Cancelled by Driver,CUST50562,eBike,Chembur,Grant Road,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-07 00:00:00,15:41:28,CNR0003196,Success,CUST95034,Mini,Santacruz,Lower Parel,4.56,8.92,No,,No,,No,,1434.87,26.95,3.87,4.11
2025-02-08 00:00:00,05:11:15,CNR0003197,Incomplete,CUST93043,Prime Sedan,Thane,Thane,,,No,,No,,Yes,Other Issue,,,,
2025-02-22 00:00:00,00:27:39,CNR0003198,Success,CUST56332,Prime Sedan,Bhayandar,Goregaon,2.58,3.91,No,,No,,No,,1390.09,16.96,4.23,4.63
2025-02-06 00:00:00,05:02:23,CNR0003199,Cancelled by Customer,CUST44944,Mini,Grant Road,Bhayandar,,,Yes,Driver asked to cancel,No,,No,,,,,
2025-02-16 00:00:00,04:01:02,CNR0003200,Incomplete,CUST23320,Bike,Colaba,Mulund,,,No,,No,,Yes,Customer Demand,,,,
2025-02-24 00:00:00,06:23:00,CNR0003201,Success,CUST44171,Prime Plus,Juhu,Kurla,5.72,9.4,No,,No,,No,,1236.43,19.12,4.58,4.12
2025-02-14 00:00:00,00:09:41,CNR0003202,Cancelled by Driver,CUST65138,Prime Sedan,Koparkhairane,Marine Lines,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-17 00:00:00,02:01:56,CNR0003203,Success,CUST35236,Prime Sedan,Santacruz,Bhayandar,8.02,8.7,No,,No,,No,,722.27,9.16,3.91,4.3
2025-02-24 00:00:00,19:26:28,CNR0003204,Incomplete,CUST94703,Auto,Malad,Matunga,,,No,,No,,Yes,Other Issue,,,,
2025-02-02 00:00:00,06:16:24,CNR0003205,Success,CUST11803,Auto,Nerul,Mira Road,9.78,4.24,No,,No,,No,,1302.86,21.46,4.5,4.03
2025-02-19 00:00:00,10:38:02,CNR0003206,Success,CUST45539,eBike,Dadar,Kalamboli,7.49,4.82,No,,No,,No,,1164.18,29.97,5,4.67
2025-02-05 00:00:00,15:38:30,CNR0003207,Success,CUST15289,Prime SUV,Byculla,Ghansoli,2.29,4.43,No,,No,,No,,695.87,16.56,4.35,4.76
2025-02-01 00:00:00,02:59:57,CNR0003208,Cancelled by Customer,CUST48087,Prime SUV,Thane,Jogeshwari,,,Yes,Driver asked to cancel,No,,No,,,,,
2025-02-09 00:00:00,03:33:15,CNR0003209,Success,CUST66738,Prime Plus,Dadar,Mulund,2.4,7.31,No,,No,,No,,912.97,13.45,4.08,4.82
2025-02-13 00:00:00,22:17:33,CNR0003210,Success,CUST20347,Prime Sedan,Kurla,Andheri,3.08,10.12,No,,No,,No,,330.36,6.75,3.88,4.84
2025-02-09 00:00:00,18:19:44,CNR0003211,Success,CUST55239,Prime Sedan,Prabhadevi,Bhayandar,9.56,14.36,No,,No,,No,,946.32,4.19,4.16,3.69
2025-02-04 00:00:00,07:48:32,CNR0003212,Success,CUST55619,Prime Plus,CBD Belapur,CBD Belapur,2.12,14.94,No,,No,,No,,589.81,11.09,4.07,4.44
2025-02-25 00:00:00,23:20:49,CNR0003213,Incomplete,CUST95232,eBike,Thane,Nerul,,,No,,No,,Yes,Other Issue,,,,
2025-02-15 00:00:00,08:42:04,CNR0003214,Incomplete,CUST49487,eBike,Seawoods,Grant Road,,,No,,No,,Yes,Customer Demand,,,,
2025-02-04 00:00:00,09:32:59,CNR0003215,Cancelled by Customer,CUST30234,Prime Sedan,Vashi,Airoli,,,Yes,AC is not working,No,,No,,,,,
2025-02-19 00:00:00,06:17:04,CNR0003216,Success,CUST72703,eBike,Dadar,Matunga,6.75,7.35,No,,No,,No,,1319.09,14.36,4.82,4.93
2025-02-17 00:00:00,11:15:28,CNR0003217,Success,CUST12123,eBike,Ghatkopar,Wadala,5.25,2.78,No,,No,,No,,217.04,9.35,3.93,3.51
2025-02-04 00:00:00,19:23:56,CNR0003218,Success,CUST88031,Prime Plus,Prabhadevi,Kalamboli,4.13,14.56,No,,No,,No,,197.94,29.86,3.81,4.58
2025-02-20 00:00:00,04:06:53,CNR0003219,Cancelled by Driver,CUST54739,Prime Plus,Malad,Nerul,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-21 00:00:00,12:54:53,CNR0003220,Success,CUST74752,eBike,Byculla,Wadala,9.39,7.53,No,,No,,No,,979.62,16.9,4.38,3.84
2025-02-02 00:00:00,01:25:03,CNR0003221,Success,CUST33444,Prime SUV,Parel,Ghatkopar,3.63,10.56,No,,No,,No,,451.26,14.74,4.7,4.47
2025-02-01 00:00:00,00:31:30,CNR0003222,Incomplete,CUST56216,Prime Plus,Kandivali,Marine Lines,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-11 00:00:00,18:59:59,CNR0003223,Incomplete,CUST97714,Mini,Matunga,Matunga,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-19 00:00:00,14:05:06,CNR0003224,Success,CUST10941,Bike,Prabhadevi,Thane,2.65,7.43,No,,No,,No,,118.63,28.79,4.49,3.75
2025-02-03 00:00:00,11:10:56,CNR0003225,Success,CUST21279,Auto,Mira Road,Andheri,2.14,2.17,No,,No,,No,,1208.15,16.45,4.65,4.42
2025-02-16 00:00:00,17:56:39,CNR0003226,Cancelled by Driver,CUST94023,Mini,Santacruz,Churchgate,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-07 00:00:00,10:27:46,CNR0003227,Incomplete,CUST74623,Bike,Grant Road,Jogeshwari,,,No,,No,,Yes,Customer Demand,,,,
2025-02-12 00:00:00,12:27:39,CNR0003228,Incomplete,CUST45514,Prime SUV,Airoli,Worli,,,No,,No,,Yes,Customer Demand,,,,
2025-02-08 00:00:00,03:53:26,CNR0003229,Success,CUST55090,Mini,Sion,Seawoods,8.31,5.17,No,,No,,No,,677.12,13.77,4.89,3.93
2025-02-21 00:00:00,20:54:05,CNR0003230,Success,CUST28403,Mini,Juhu,Kandivali,7.81,3.73,No,,No,,No,,1011.93,28.15,4.57,4.84
2025-02-02 00:00:00,01:58:41,CNR0003231,Success,CUST68393,Prime SUV,Jogeshwari,Airoli,7.68,8.04,No,,No,,No,,697.51,25.28,3.92,3.83
2025-02-01 00:00:00,06:13:38,CNR0003232,Success,CUST79290,Bike,Vashi,Bandra,6.03,7.85,No,,No,,No,,1073.86,19.9,3.78,4.68
2025-02-14 00:00:00,19:45:44,CNR0003233,Success,CUST45111,eBike,Nerul,Nerul,3.45,6.89,No,,No,,No,,798.15,16.84,4.73,3.83
2025-02-18 00:00:00,08:50:14,CNR0003234,Cancelled by Driver,CUST75804,Bike,Mumbai Central,Parel,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-19 00:00:00,02:12:42,CNR0003235,Success,CUST89755,Prime Sedan,Santacruz,Kharghar,7.26,4.64,No,,No,,No,,1114.57,24.56,4.07,3.97
2025-02-13 00:00:00,11:15:11,CNR0003236,Success,CUST18327,Prime Sedan,Sion,Mumbai Central,2.5,5.99,No,,No,,No,,505.77,24.75,3.58,3.8
2025-02-25 00:00:00,07:36:34,CNR0003237,Success,CUST79554,Prime Plus,Santacruz,Mumbai Central,9.17,3.19,No,,No,,No,,721.55,19.91,4.41,4.78
2025-02-27 00:00:00,19:49:03,CNR0003238,Success,CUST64189,Prime SUV,Kharghar,Prabhadevi,2.16,11.66,No,,No,,No,,384.6,29.64,3.69,4.29
2025-02-27 00:00:00,07:58:47,CNR0003239,Success,CUST84302,Mini,Andheri,Churchgate,5.67,3.16,No,,No,,No,,160.67,14.75,3.86,4.48
2025-02-08 00:00:00,22:40:16,CNR0003240,Success,CUST39890,Bike,Kalyan,Powai,6.81,7.06,No,,No,,No,,525.95,27.49,3.94,3.73
2025-02-21 00:00:00,16:11:38,CNR0003241,Cancelled by Driver,CUST35445,eBike,Bhayandar,Malad,,,No,,Yes,Customer related issue,No,,,,,
2025-02-04 00:00:00,02:53:39,CNR0003242,Incomplete,CUST55418,Auto,Kalamboli,Jogeshwari,,,No,,No,,Yes,Customer Demand,,,,
2025-02-22 00:00:00,11:26:24,CNR0003243,Cancelled by Customer,CUST56999,Prime SUV,Thane,CBD Belapur,,,Yes,Wrong Address,No,,No,,,,,
2025-02-20 00:00:00,05:18:05,CNR0003244,Incomplete,CUST44994,Prime SUV,Kharghar,Vashi,,,No,,No,,Yes,Other Issue,,,,
2025-02-16 00:00:00,11:54:27,CNR0003245,Success,CUST49804,Prime Sedan,Mulund,Koparkhairane,9.72,2.15,No,,No,,No,,1441.43,13.38,4.97,4.85
2025-02-06 00:00:00,12:52:56,CNR0003246,Success,CUST46325,Prime SUV,Kurla,Koparkhairane,4.26,3.68,No,,No,,No,,1059.31,8.69,3.67,4.97
2025-02-04 00:00:00,12:05:22,CNR0003247,Success,CUST46026,Prime SUV,Thane,Matunga,7.06,11.58,No,,No,,No,,1087.27,15.3,4.4,3.86
2025-02-09 00:00:00,22:08:24,CNR0003248,Success,CUST87564,Prime SUV,Prabhadevi,Goregaon,8.82,8.47,No,,No,,No,,570.29,27.58,3.62,4.41
2025-02-09 00:00:00,18:23:38,CNR0003249,Success,CUST81500,Bike,Belapur,Matunga,6.47,9.33,No,,No,,No,,139.32,19.66,3.68,3.58
2025-02-12 00:00:00,15:48:05,CNR0003250,Success,CUST97046,Prime Plus,Kalamboli,Bhayandar,6.73,10.01,No,,No,,No,,1253.96,25.72,4.62,4.97
2025-02-12 00:00:00,14:20:54,CNR0003251,Success,CUST88738,Prime Plus,Sion,Juhu,8.17,8.12,No,,No,,No,,233.13,17.8,3.64,4.45
2025-02-28 00:00:00,12:38:30,CNR0003252,Success,CUST19421,Prime Plus,Koparkhairane,Worli,8.82,3.57,No,,No,,No,,734.51,23.15,4.61,4.21
2025-02-22 00:00:00,14:15:49,CNR0003253,Incomplete,CUST75238,Prime Plus,Thane,Juhu,,,No,,No,,Yes,Customer Demand,,,,
2025-02-26 00:00:00,04:47:57,CNR0003254,Cancelled by Driver,CUST32789,Mini,Belapur,Charni Road,,,No,,Yes,Customer related issue,No,,,,,
2025-02-13 00:00:00,20:50:54,CNR0003255,Success,CUST80772,Prime Plus,Koparkhairane,Ghansoli,3.9,2.32,No,,No,,No,,324.09,1.19,4.55,4.5
2025-02-09 00:00:00,18:45:48,CNR0003256,Success,CUST80617,Prime SUV,Grant Road,Santacruz,4.07,14.16,No,,No,,No,,1287.58,5.83,4.64,4.97
2025-02-27 00:00:00,18:01:19,CNR0003257,Cancelled by Customer,CUST76159,Prime SUV,Vashi,Malad,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
2025-02-05 00:00:00,19:36:08,CNR0003258,Success,CUST38620,Prime Sedan,Mulund,Kharghar,9.36,6.29,No,,No,,No,,490.85,28.92,3.59,3.68
2025-02-27 00:00:00,00:52:26,CNR0003259,Cancelled by Customer,CUST62403,eBike,Santacruz,Marine Lines,,,Yes,Driver asked to cancel,No,,No,,,,,
2025-02-18 00:00:00,14:23:35,CNR0003260,Success,CUST28968,Mini,Mulund,Kandivali,6.45,2.58,No,,No,,No,,1017.83,1.63,3.57,3.7
2025-02-21 00:00:00,04:42:37,CNR0003261,Cancelled by Customer,CUST51426,Prime Sedan,Mumbai Central,Nerul,,,Yes,Wrong Address,No,,No,,,,,
2025-02-06 00:00:00,16:42:12,CNR0003262,Cancelled by Customer,CUST15513,eBike,Byculla,Ghatkopar,,,Yes,Driver asked to cancel,No,,No,,,,,
2025-02-16 00:00:00,16:12:26,CNR0003263,Cancelled by Driver,CUST47138,Prime Plus,Vile Parle,Panvel,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-20 00:00:00,08:43:19,CNR0003264,Incomplete,CUST74685,Prime Plus,Santacruz,Juhu,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-24 00:00:00,17:07:53,CNR0003265,Cancelled by Driver,CUST88755,Bike,Seawoods,Lower Parel,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-07 00:00:00,04:54:20,CNR0003266,Success,CUST89862,Prime SUV,Andheri,Powai,4.1,7.66,No,,No,,No,,646.59,8.02,3.51,4.27
2025-02-01 00:00:00,11:11:28,CNR0003267,Success,CUST40256,Mini,Santacruz,Lower Parel,4.16,5.22,No,,No,,No,,320.07,20.22,3.6,4.15
2025-02-24 00:00:00,05:20:27,CNR0003268,Cancelled by Customer,CUST19572,Bike,Kalyan,Dahisar,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
2025-02-10 00:00:00,22:01:10,CNR0003269,Success,CUST10286,Mini,Ghansoli,Malad,4.15,5.4,No,,No,,No,,307.83,18.31,4.8,3.91
2025-02-23 00:00:00,18:26:00,CNR0003270,Success,CUST94292,Prime SUV,Dahisar,Bandra,8.62,9.83,No,,No,,No,,903.89,16.26,4.02,4.81
2025-02-24 00:00:00,16:51:19,CNR0003271,Success,CUST35298,eBike,Malad,Seawoods,4.36,4.68,No,,No,,No,,1446.84,22.71,4.23,4.71
2025-02-28 00:00:00,07:14:01,CNR0003272,Success,CUST52124,Prime Sedan,Charni Road,Andheri,3.88,6.4,No,,No,,No,,247.82,26.69,3.85,4.24
2025-02-09 00:00:00,03:12:52,CNR0003273,Success,CUST73901,Bike,Marine Lines,Prabhadevi,5.69,10.27,No,,No,,No,,499.13,2.51,3.55,3.67
2025-02-03 00:00:00,18:43:34,CNR0003274,Success,CUST10766,Mini,Parel,Mumbai Central,3.8,4.58,No,,No,,No,,409.92,11.86,4.16,3.91
2025-02-19 00:00:00,23:05:18,CNR0003275,Incomplete,CUST83395,Prime Plus,Seawoods,Matunga,,,No,,No,,Yes,Customer Demand,,,,
2025-02-04 00:00:00,13:44:41,CNR0003276,Cancelled by Customer,CUST45054,Bike,Matunga,Vashi,,,Yes,AC is not working,No,,No,,,,,
2025-02-06 00:00:00,12:10:11,CNR0003277,Cancelled by Driver,CUST80700,Bike,Goregaon,Goregaon,,,No,,Yes,Customer related issue,No,,,,,
2025-02-19 00:00:00,06:26:49,CNR0003278,Cancelled by Driver,CUST33733,Prime Sedan,CBD Belapur,Prabhadevi,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-15 00:00:00,19:48:26,CNR0003279,Cancelled by Customer,CUST50891,eBike,Ulwe,Grant Road,,,Yes,Driver asked to cancel,No,,No,,,,,
2025-02-16 00:00:00,03:11:21,CNR0003280,Cancelled by Driver,CUST57707,Prime Plus,Mumbai Central,Koparkhairane,,,No,,Yes,The customer was coughing/sick,No,,,,,
2025-02-04 00:00:00,02:12:52,CNR0003281,Incomplete,CUST22284,Auto,Kalamboli,Ghansoli,,,No,,No,,Yes,Other Issue,,,,
2025-02-03 00:00:00,05:00:10,CNR0003282,Success,CUST98604,eBike,Kalamboli,Thane,3.61,13.25,No,,No,,No,,642.36,27.94,3.74,4.14
2025-02-18 00:00:00,01:37:34,CNR0003283,Incomplete,CUST66433,Mini,Ghatkopar,Seawoods,,,No,,No,,Yes,Other Issue,,,,
2025-02-01 00:00:00,02:21:50,CNR0003284,Cancelled by Customer,CUST85124,Bike,Malad,Koparkhairane,,,Yes,AC is not working,No,,No,,,,,
2025-02-11 00:00:00,09:49:30,CNR0003285,Success,CUST82282,eBike,Goregaon,Borivali,2.48,14.6,No,,No,,No,,953.77,17.56,4.4,3.87
2025-02-13 00:00:00,22:07:18,CNR0003286,Success,CUST86937,eBike,Dadar,Powai,3.59,12.82,No,,No,,No,,896.33,13.32,4.8,4.25
2025-02-11 00:00:00,17:50:33,CNR0003287,Success,CUST85938,Prime SUV,Byculla,Grant Road,5.09,7.67,No,,No,,No,,929.1,28.1,3.71,4.99
2025-02-03 00:00:00,22:20:06,CNR0003288,Success,CUST19735,eBike,Bandra,Chembur,5.62,8,No,,No,,No,,531.25,20.93,4,4.99
2025-02-15 00:00:00,22:19:15,CNR0003289,Success,CUST88212,Prime Sedan,Wadala,Ghatkopar,8.06,9.34,No,,No,,No,,927.55,16.66,3.67,4.68
2025-02-12 00:00:00,15:09:28,CNR0003290,Success,CUST63520,Prime Plus,CBD Belapur,Worli,7.39,14.7,No,,No,,No,,127.5,13.33,3.74,4.06
2025-02-13 00:00:00,16:45:15,CNR0003291,Incomplete,CUST55738,eBike,Bhayandar,Mulund,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-04 00:00:00,09:28:11,CNR0003292,Incomplete,CUST85055,Prime Sedan,Andheri,Dombivli,,,No,,No,,Yes,Other Issue,,,,
2025-02-11 00:00:00,13:52:12,CNR0003293,Success,CUST87812,Prime Sedan,Mira Road,Ghansoli,9.14,10.95,No,,No,,No,,1422.95,2.35,4.6,4.51
2025-02-23 00:00:00,15:17:58,CNR0003294,Cancelled by Driver,CUST57085,Prime SUV,Mulund,Marine Lines,,,No,,Yes,More than permitted people in there,No,,,,,
2025-02-10 00:00:00,15:09:22,CNR0003295,Cancelled by Driver,CUST33789,Auto,Panvel,Wadala,,,No,,Yes,Personal & Car related issues,No,,,,,
2025-02-05 00:00:00,10:38:31,CNR0003296,Success,CUST86860,Bike,Airoli,Goregaon,3.7,2.12,No,,No,,No,,1369.5,22.03,4.53,4.97
2025-02-13 00:00:00,20:56:04,CNR0003297,Incomplete,CUST14246,Mini,Kalamboli,Wadala,,,No,,No,,Yes,Customer Demand,,,,
2025-02-08 00:00:00,09:11:55,CNR0003298,Incomplete,CUST64469,Mini,Jogeshwari,Koparkhairane,,,No,,No,,Yes,Vehicle Breakdown,,,,
2025-02-26 00:00:00,03:48:32,CNR0003299,Success,CUST65420,eBike,Thane,Colaba,3.1,3.72,No,,No,,No,,779.51,2.2,3.61,4.57
